,name,desc
3504,Ionity,Producer of lithium-ion-polymer batteries. The company\'s lithium-ion technology is used by high-powered mobile energy supply
3505,ROAM Data,Developer of mobile application for tracking financial transactions. The company deliver real-time information and transactions
3506,Seamless Receipts,Provider of connecting platform between retailers and customers. The company replaces paper receipts with branded
3507,Reverb Networks,Developer of closed-loop mobile network technologies. The company\'s InteliSON product suite delivers radio access network
3508,DataCenter Technologies,Provider of data management software that helps to migrate and protect data. The company\'s solution
3509,Gigit,Provider of a platform to book well-known and upcoming bands for private shows. The company
3510,SolFocus,Developer and manufacturer of solar energy systems based on concentrator photovoltaic (CPV) technology. The company\'s
3511,TechForward,Provider of buyback plans for consumer electronics. The company gives customers the flexibility to upgrade
3512,IdeaCast,Provider of custom video content and advertising services. The company provides digital out-of-home television advertising
3513,Quiver,"Developer of information management software. The company offers QKS Classifier, a taxonomy and content categorization"
3514,Trinity Security,"Supplier of security, fire and communications technologies for commercial, institutional and governmental facilities."
3515,MediaSeek Technologies,"Provider of educational internet tools, technology and services. The company provides education information management for"
3516,Relay Technology,Developer of connectivity software products. The company engages in providing network connectivity and terminal emulators
3517,Gulf Coast LNG Partners,"Developer of liquefied natural gas receiving, storage and re-gasification facility. The company\'s core project is"
3518,WorkSimple,Provider of on demand enterprise messaging platform. The company provides an online goal communication and
3519,PrimaTable,Provider of a platform to help restaurants to manage their scarce table resources. The company
3520,Socially Accepted Games,Developer of social network games and gamification marketing services. The company creates social games as
3521,Novamass Analytical,"Provider of contract-research services. The company offers comprehensive services and platforms for drug discovery, functional"
3522,Ansible,Provider of information technology software platform. The company offers information technology orchestration platform designed to
3523,Catapulse,Developer of a hosted development service (HDS) for internet software development. The company\'s HDS was
3524,Vibrynt,Developer of a technology for morbid obesity. The company is the developer of an investigational
3525,Pooch,Provider of accessories and apparel for dogs. The company is into online retail of dog
3526,Arpida,Developer of antimicrobial drugs for the treatment of infectious diseases. The company’s lead product is
3527,ViVOtech,Provider of software and hardware for the Near Field Communication (NFC) mobile payment and promotion
3528,Natural Cleaners Colorado,The company provides dry and wet cleaning services. The company provide cleaning services by using
3529,Transcu Group,Operator of a drug delivery company. The company engages in the development of a transdermal
3530,Netli,"Provider of application delivery network services. The company provides network infrastructure as a service, on-demand"
3531,Karotek Systemer,Provider of security systems for retail and cash handling and desktop security systems. The company
3532,iCat,"Provider of property insurance to businesses and residential property owners. The company delivers quality security,"
3533,Dispatch,Provider of cloud based data management services. The company provides cloud-based file sharing services. It
3534,On Demand Group,Provider of video on demand services to television brands.
3535,eGuardian,Provider of a software solution that blocks contact with online predators and filters out adult
3536,Great Basin,Developer of point-of-care molecular diagnostic technology for healthcare professionals. The company offers molecular diagnostics platform
3537,4charity Systems,"Provider of web-based application services. The company\'s web based software helps corporations to accurately donate,"
3538,Dichanphone,Developer of pre-installed real estate related mobile phone software applications. The company develops a joint
3539,Medit-Medical Interactive Technologies,Operator of a wireless communication platform. The company provides ultrasonic communication modems that offer wireless
3540,TrustGo Mobile,Developer of free mobile security application. The company\'s application provides virus protection to find and
3541,WLAN,Provider of wireless local area network services. The company provides wireless data services for business
3542,Urban Brand,Provider of an online shop for baby products. The company is an online retailer and
3543,SkyWave Mobile Communications,"Provider of satellite communication and airtime services. The company provides satellite and satellite-cellular terminals, applications,"
3544,Flashbase,Operator of an online advertising and marketing firm. The Company focused on empowering consumers and
3545,Bluebeam Software,Developer of software for paperless workflows that leverages the PDF format. The company provides a
3546,ALIS Corporation,Developer of scanning ion microscopes and imaging systems for the semiconductor and pharmaceutical sectors. The
3547,Enviro Global,"Provider of real estate-related and marketing information databases. The company develops advanced data compilation, transformation"
3548,Tangerine Technologies,Provider and developer of software applications for the custom design and procurement of products and
3549,Vortex Medical,"Vortex Medical Inc. is a medical device company focused on the design, development, and commercialization"
3550,NxtGen Emission Controls,Manufacturer of syngas systems for diesel and engine combustion optimization. The company offers syngas diesel
3551,CipherMax,Provider of an enterprise-class storage security solution for securing information assets and achieving compliance with
3552,Cyrba,"Manufacturer of whirlpool components. The company offers control systems, heaters, regulating valves, pop ups, light"
3553,Enzymatix,Developer of applications of high purity enzymes. The company develops enymes for pharmaceutical industries.
3554,Eucalyptus Systems,Developer of open-source software platform for implementing on-premise private and hybrid clouds. The company offers
3555,LOC-AID Technologies,Operator of a mobile location platform. The company allows mobile developers to locate their customers
3556,SellaBand,Developer of an online crowd funding platform for music artists. The company operates an website
3557,Enobia Pharma,Developer of therapies to treat genetic bone disorders for which there are no approved treatments.
3558,Blendagram,Developer of technology for the digital marketplace. The company provides a proprietary technology aimed at
3559,Tsang Yow Industrial Co.,Manufacturer and exporter of powertrain components. The company manufactures and exports a range of metal-based
3560,Photonic Power Systems,Provider of power over optical fiber. The company provides EMI and RFI immune electrical power
3561,Mixed Signals,"Provider of digital content monitoring technology for multi-channel service providers, including cable, IPTV, Telco, satellite"
3562,Broadband IP,Provider of high-speed Internet services. The company offers a wide range of ISP services including
3563,Offermatica,"Developer of a Website content testing and performance optimization platform.The company develops software to test,"
3564,Kraft Insurance Service,"Provider of insurance brokerage service. The company provides life insurance, automobile insurance, business insurance and"
3565,Blue Heron Biotechnology,Provider of a range of synthetic DNA sequences and related services to researchers in pharmaceutical
3566,Cymphonix,Provider of products that control Internet browsing and application activities. The company provides Network Revealer
3567,Swarm,Developer of a mobile application for retailers. The company\'s application enables brick and mortar retailers
3568,Chang Xiang Hangzhou Network Technology Co.,Provider of travel management services to businesses. The company operates a site that provides travel
3569,Bridge Pharmaceuticals,Provider of preclinical services. The company conducts drug development and preclinical services which include short
3570,ClickMotive,"Provider of an online platform for website design, video making, dynamic search and mobile websites."
3571,Galantos Pharma,Developer of novel drugs for the treatment of Alzheimer‘s Disease and other neurodegenerative diseases. The
3572,DrugAbuse Sciences,Developer of novel therapies for alcohol and drug abusers. The company develops and commercializes novel
3573,Creatogen,Developer of technology for genome wide functional genomics. The company develops bacterial carriers for oral
3574,Sprockets,Developer of collaborative software for the marketing and advertising industries. The company provides online project
3575,Viryd Technologies,Developer and distributor of power generating turbines and windmills for the wind industry. The company
3576,CrowdEngineering,Provider of a social CRM (customer relationship management) and social care services. The company\'s product
3577,LogneX,"Provider of an online inventory management system. The company\'s software, MoySklad offers a new browser-based"
3578,Writewith,"Developer of a writing application. The company enables users to write, edit and publish a"
3579,NutshellMail,Provider of services that help in keeping track of social networking activities. The company was
3580,NewSight,Developer of 3D technologies and displays. The company creates digital narrowcast networks that deliver interactive
3581,Cytheris,Developer of therapies for immune modulation. The company offers drugs focused for lymphopenic patients. The
3582,LiveLOOK,Provider of cloud based customer collaboration tools. The company has developed a sales and customer
3583,Eco-Solids International,Developer of technologies for organic residue treatment. The company develops and commercializes technologies for waste
3584,Lemaitre Vascular,Provider of innovative devices for the treatment of peripheral vascular disease. The company\'s products include
3585,Spine Solutions,"Manufacturer of discs, implants and instruments used for the treatment of fractures, deformities and degenerative"
3586,ICE Entertainment,Operator of an online gaming platform. The company focuses on developing MMORPG game for the
3587,Flowtown,Developer of web applications which helps businesses to connect customers.
3588,foodieSquare,Operator of an online-subscription service for artisan food. The company provides its clients with weekly
3589,Azelon Pharmaceuticals,"Developer of formulations for the treatment of osteoporosis. The company develops ZT-034, a nasal spray"
3590,JusticeLink,"Providers of technology enabled services for courts, attorneys, clients and other interested parties in the"
3591,Requisite Technology,"Provider of software for data, e-commerce and channel management. The company provides a platform designed"
3592,Vergo,Provider of software based services for network and risk management. The company provides network management
3593,BLGG Group,"Developer of agribusiness testing products. The company specializes in testing, sampling, and consulting services focusing"
3594,Progentix Orthobiology,Manufacturer of orthopedic bone graft materials. The company develops a suite of osteoinductive material products
3595,Connectifier,Provider of a platform which connects recruiters to candidates. The company gives recruiters a complete
3596,Intense,Provider of single and multimode monolithic laser array products and high power laser diodes. The
3597,Semler Scientific,"Provider of medical risk-assessment services. The company\'s mission is to develop, manufacture and market patented"
3598,Elixent,Provider of reconfigurable arithmetic processors. The company offers reconfigurable semiconductor which helps chips to change
3599,Kefta,"Developer and provider of marketing automation software. The company provides a service and technology platform,"
3600,Proteon Networks,Provider of internet access and LAN products. The company markets the products of OpenROUTE Networks.
3601,LTU Technologies,"Provider of scalable image recognition software. The company provides a software for content-based search, retrieval"
3602,LLUSTRE Design,Provider of a website that enables its members to discover designs for their homes. The
3603,BuyPlayWin,Provider of an online tournament marketplace. The company combines online shopping with tournament games.
3604,Mi5,Operator of a Web security gateway. The company provides Webgate security appliances that protect organizations
3605,PhaseLink,Manufacturer of technology for timing source and signal conditioning timing source integrated circuits. The company
3606,3i Systems Corporation,Developer of process inspection technologies for the TFT-LCD industry in the Asia Pacific. The company
3607,Trust Digital,Provider of enterprise mobility management technology and security software for government organizations and various companies.
3608,VendScreen,Developer of touch screen devices for vending machines. The company provides a vending machine retrofit
3609,nTAG Interactive,Provider of event data management solutions for the meetings and event industry. The company offers
3610,ikaSystems,Provider of cloud-based software for business automation and process services for the healthcare market. The
3611,Accelion,Provider of management services for hospitals and health systems. The company partners with hospitals and
3612,Club Parafarmacia Online,Operator of an online store that provides para-pharmaceutical products. The company engages in providing cosmetics
3613,Health AtoZ,Provider of internet guide featuring online health merchants. The company provides customized web-based solutions and
3614,Direct Health,Provider of domiciliary and home-care services. The company supplies care workers into homes for those
3615,SpeakerGram,Developer of online platform to connect public speaker. The company makes it easier for speakers
3616,Orcale MarketPrice,Provider of business management software products. The company offers revenue and price management solutions. The
3617,Nusym Technology,Provider of verification closure solutions for electronic products manufacturing companies. The company provides functional verification
3618,SmartLink,Developer of integrated silicon. The company develops integrated silicon products for voice over internet protocol
3619,Megabowl Group,Owner and operator of ten pin bowling alleys. The company operates bowling-based family entertainment centers.
3620,Optix Networks,Developer of VSLI (very large scale integration) components used in optical switches and broadband networks
3621,Ulive,"Commercialization of intellectual property rights. The company engages in the identification, protection, maintenance and commercialization"
3622,Latis Networks (Managed Security Services Division),Provider of network security services. The company handles the operation of data security for companies
3623,Ocean Breeze Waterpark,"Operator of a water park company. The company offers amenities that includes rides and attractions,"
3624,mor.sl,Provider of web recipes over the internet. The company serves as a recipe recommendation application
3625,Impulse Telecom,Provider of telecommunications services. The company provides local and long distance phone services and flat
3626,Resolution EBS,"Developer of decision making logic systems for health, manufacturing, property and casualty insurance industries. The"
3627,New Eagle,Provider of mechatronic control systems. The company develops electronic control modules for a range of
3628,BubbleGab,Provider of an online platform for building social networks and websites. The company is the
3629,EyeWonder,Provider of online video and rich media advertising products and services. The company offers advertising
3630,Concept Fabrics,Developer of fire-retardant fabric for the contract-furnishing industry. The company designs and manufactures the textile
3631,InStranet,Provider of multi-channel knowledge applications for automating content and knowledge delivery for servicing and sales
3632,MaxPreps,Publisher of online high school sports news and information. The company provides information related to
3633,Heliotrope Technologies,Developer of materials and manufacturing processes for electrochromic devices. The company has a primary emphasis
3634,Ndoors,Developer of video games. The company develops and publishes MMORPGs (Massively Multiplayer Online Role-Playing Games)
3635,ShopperTrak,Provider of location based retail analytics for retail industry. The company provides consumers insights and
3636,Dispatching,Operator of a promotional logistics company. The company also offers its clients various field support
3637,Influence (Urological Technologies),"Developer of healthcare therapies. The company provides therapies for urinary incontinence, atonic bladder disorder and"
3638,OSS Healthcare,Provider of seed funding to drug development companies. The company engages in searching for new
3639,TONX,Operator of a coffee distributor company. The company delivers freshly roasted coffee beans to the
3640,Nancy\'s Healthy Kitchen,Nancy’s Healthy Kitchen is a quick service casual dining restaurant chain concept that focuses on
3641,UXFlip,Developer of software tools for mobile application development. Its products allow developers to communicate in-app
3642,Sealegs,"Manufacturer of amphibious marine craft. The company designs, manufactures and sells amphibious marine vehicles for"
3643,Pacinian,"Manufacturer of keyboards and touchscreens. The company produces liquid crystal displays drivers, computer parts, keyboards"
3644,Aclaris Therapeutics,Developer of topical dermatological therapies. The company is a specialty pharmaceutical company with a mission
3645,NextGenTel,Provider of internet network access services. The company is a DSL provider offering DSL based
3646,CellMed,Developer of a biological drug delivery system for therapeutic treatment. The company\'s core product is
3647,Qubera Solutions,Provider and designer of technology services for solving business related problems. The company offers technical
3648,WebSpective Software,Developer of management performance software solutions for large websites. The company provides internet commerce and
3649,Webnext,Operator of an online publisher and advertising network. The company offers networking services to publishers
3650,Seanodes,Provider of data storage services. The company converts unused internal disks and Direct Attached Storage
3651,Alchip Technologies,Provider of silicon design and manufacturing services for companies developing complex and high-volume system-on-chip (SoC)
3652,Xtime,Provider of retention services for the retail automotive industry. The company\'s ServiceCRM software is offered
3653,Everlast Sports Nutrition,"Provider of sports nutrition supplements for male and female athletes. The company offers energy shots,"
3654,LDR Holding,Developer of implantable spine systems and instrumentation. The company\'s spinal surgery services include cervical and
3655,GeneGrafts,"Provider of therapeutic products. The company manufactures therapeutic products to treat cardiac arrhythmia, Parkinson\'s disease"
3656,Cartup Commerce,Provider of online service that enables eCommerce sites to earn commission by cross-selling products and
3657,Baselabs,Developer of software for prototyping of driving assistance systems. The company provides the infrastructure to
3658,Global One Media,Provider of undisclosed products and services.
3659,Branded Reality,Developer of a mobile technology platform. The company provides a platform that integrates with advertising
3660,Tista Games,"Developer of episodic games for gamer market. The company provides free to play, social games"
3661,ICCM Solutions,Developer of an enterprise management software. The company provides global client base with process applications
3662,Symwave,Developer of analog/mixed-signal connectivity solutions in the United States and internationally. The company offers physical
3663,Optical Micro Machines,Supplier of photonic switching subsystems based upon MEMS technology (micro electro-mechanical systems). The company\'s products
3664,Aurum Software,"Provider of Customer Relationship Management solutions for automating global sales, marketing, and customer service operations."
3665,NextPoint Networks,Provider of secure connectivity software to telecommunications providers.
3666,Nereus Pharmaceuticals,Developer of therapeutic drugs for the treatment of cancer. The company is engaged in discovery
3667,Right Vision,"Provider of internet applications. The company, based in France, provides software based internet applications."
3668,NetRatings,Provider of internet media and market research solutions. The company\'s products and services are designed
3669,UrbanTakeover,Provider of undisclosed products and services.
3670,Spinwave Systems,Developer of wireless sensor networks and sensing products. The company\'s products are used to reduce
3671,Metaversum,Developer of a virtual world and related online community. The company is the creator of
3672,Cooke Pharma,Developer of formulations for the treatment of atherosclerosis. The company owns and develops the intellectual
3673,Rosslyn Analytics,Provider of on-demand spend analytics platform for providing real-time access to the enterprise-wide spend data.
3674,DigitalThink,"Provider of online learning courses and services which give customers the ability to monitor, track,"
3675,Randwal Instruments,The company was in stealth mode.
3676,Net Browser,Provider of monitoring facility for critical applications. The company monitors applications through its plug and
3677,Globus Medical,"Manufacturer of spinal implants and spine surgery products. The company\'s products include anterior cervical plating,"
3678,Boolistic,"Developer of a search tool software. The company provides users with access to on-line resources,"
3679,Crowdpark,Operator of a German game development studio. The company create video slots for the free-to-play
3680,PicksPal,"Provider of online games, information, and entertainment for the sports fans. The company offers downloadable"
3681,Camino Real,Provider of mobile applications. The company\'s application helps mobile phone turn into a push-to-talk walkie-talkie.
3682,JDS Uniphase,Viavi Solutions Inc was incorporated in California in 1979 and reincorporated in Delaware in 1993
3683,Ygle,"Provider of installation and routine maintenance of building utility systems. The company provides design, installation"
3684,Ripfire,"Developer of integration software. The company integrates search, personalization, categorization and marketing analytics into a"
3685,Ibrii,Provider of technology enabling online note-sharing between users. The company\'s software enables clients to clip
3686,Loveyewear,Operator of an e-commerce platform for selling eye-wear. The company offers branded glasses and sunglasses
3687,Packet Shaper Technologies,Provider of software solutions and hosted services to the telecommunications industry in the Asia Pacific.
3688,PoroGen,Manufacturer of chemical and temperature resistant porous polymeric membranes. The company manufactures polymeric membranes for
3689,Turf,Provider of gaming application. The company provides a platform where the game is et in
3690,Precimed,"Developer of surgical equipments. The company designs, develops, manufactures and supplies critical devices used in"
3691,Cynergen,The company is currently operating in stealth mode.
3692,Habu,Developer of software plug-in for organizing shopping lists and sharing through social media. The company\'s
3693,Comcerto,"Communications processor business of Mindspeed Technologies, Inc. This business provides a series of multicore, ARM®-based"
3694,Sonexis,"Provider of an in house audio conferencing bridge with integrated Web conferencing, which enables businesses"
3695,Rinat Neuroscience,Developer of protein-based therapeutics for the treatment of diseases and disorders of the nervous system.
3696,Guandong Dongpeng Ceramics Co.,"Manufacturer of porcelain, ceramic tiles and sanitary ware. The company provides glazed and unglazed porcelain"
3697,Neuport,Developer of online business to-business communities. The company offers vertical communities that provide users with
3698,Zoomf,Provider of a residential property sales and letting search engine. The company also offers consumers
3699,Xyplex,Developer and marketer of distributed network processing equipment. The company offers communications processors for local-area
3700,ClickSlide,Provider of app development software tools. The company offers app development software tools for developers
3701,Apalya Technologies,"Provider of a content aggregation, provisioning and distribution platform. The company\'s video delivery platform streams"
3702,G2 Microsystems,Developer of Wi-Fi system-on-chip modules and networking applications. The company\'s application is used for asset
3703,Xytis,Developer of central nervous system (CNS) drug candidates. The company is assembling a pipeline of
3704,IPIX,"Provider of imaging solutions for commerce, communication, and security applications in the United States and"
3705,Everex Systems,"Provider of design, engineering, manufacture, and sale of personal computers. The company produces laptops, desktops"
3706,Interomex Biopharmaceuticals,Developer of proteomic drugs. The company is engaged in the discovery and commercialization of novel
3707,LucidEra,"Developer of business intelligence software solutions for sales management. The company offers LucidEra Enterprise, which"
3708,Superhuman,"Developer and provider of a software for scheduling and organizing tasks. The company offers SuperCalendar,"
3709,Extant,"Provider of carrier transport, OSS interconnect, and clearinghouse solutions to integrated communications providers."
3710,20/10 Perfect Vision,Developer of femtosecond and excimer laser technologies for refractive and cataract surgeons. The company’s products
3711,Fiberxon,"Manufacturer of optical link interfaces for optical communication systems. The company offers telecommunication/data products, optical"
3712,TwoF,Developer of technology for genetic analysis assays. The company\'s technology platform Supramolecular NanoStamping is used
3713,SimpleHoney,Provider of a mobile application. The company offers its users with an application to make
3714,FlowWise Networks,Provider of performance-enhancing equipment for computer networks. The company is the provider of high-performance router-acceleration
3715,Corona Optical Systems,Developer and manufacturer of optoelectronic component and subsystems for carrier class equipment. The company develops
3716,Quack,Provider of speech-enabled Web sites and Internet information.
3717,GlycoVaxyn,Developer of a portfolio of bioconjugate vaccines to prevent and treat bacterial infections. The company\'s
3718,Videostrip,Provider of an online video advertising network. The company provides an online video platform that
3719,HIGH-DEF Technology,Provider of integrated entertainment services for building and home automation. The company\'s products enables users
3720,Conserves et Salaisons De La Noureppe,"Provider of gourmet and other food products. The company offers cured meats, frozen foods, poultry"
3721,Sellbox,"Provider of an ecommerce platform. The company offers an online platform that enables designers, musicians,"
3722,Sciences-U Groupe,"Provider of professional training courses in France. The company provides vocational training in multiple sectors,"
3723,Gascoigne Melotte Holding,Manufacturer of equipment for the dairy industry. The company offers milking machines and other dairy
3724,LearnVest,Provider of interactive and educational articles and personal finance information on the web. The company
3725,GOCO Company,"Provider of management information systems. The company offers management information, knowledge management and e-learning services"
3726,AlchiMedics,Developer of electro-grafting technology for implantable biomedical applications. The company develops technology that is used
3727,YOUbeQB,"Operator of an online multi-gaming platform. The company offers Fantasy PlayBook, a fantasy football game"
3728,eCircles.com,Operator of an online community for groups of friends and families. The company provides a
3729,SponsorHub,Provider of a social media measurement tool. The company provides enterprise-grade software tools to help
3730,linkedFA,Provider of a social networking Website for financial & insurance professionals & investors. The company
3731,Code Square,Provider of a mobile marketing platform to small and medium enterprises. The company allows businesses
3732,Songza Media,Provider of a curated music streaming platform. The company offers free streaming music platlists curated
3733,OQO,Developer of handheld mini-personal computers. The company manufactures model 01 and model 01+ ultra personal
3734,QuattroWorld.com,"Operator of a car review website. The company provides readers with news, media and discussions"
3735,Link_A_Media Devices,Manufacturer of custom system-on-chip (SoC) solutions for peripheral data storage devices. The company’s SoC solutions
3736,RWHD,Provider of research services. The company engages in the research and development of pharmaceutical products.
3737,Ideal Power,Developer of power converters. The company develops and manufactures disruptive electronic power converters. It also
3738,Viva! Vision,"Provider of entertainment content. The company provides slideshows and live videos for entertainment brands, content"
3739,ALIA 2,"Manufacturer of compound feeds for cattle, pigs and poultry."
3740,Protonex Technology,Developer and manufacturer of intelligent power management and portable fuel cell products for military and
3741,NetPodium,"Provider of software and services for hosting live, interactive Web events. The company\'s technology and"
3742,Skire,"Provider of cloud-based solutions for managing capital projects, facilities and real estate. The company offers"
3743,LSF Network,"Provider of online performance marketing and advertising services. The company offers strategic planning services, including"
3744,SpectraFluidics,"Provider of solutions for the field detection of trace levels of chemicals, explosives, illicit drugs,"
3745,PulseWave RF,"Provider of semiconductor components for wireless power amplifiers. The company offers Class M Power technology,"
3746,FieldView Solutions,Provider of facilities managers and IT personnel that handle data centers with real time branch
3747,Soundtracker,"Provider of music streaming service that blends internet radio, social networking and location-awareness. The company"
3748,TruantToday,Provider of communication platform between parents and school. The company provides a Web service that
3749,Punchd,Provider of digital loyalty card services. The company provides a replacement for the buy-10-get-1-free cards
3750,Firesale.com,Provider of marketplace for liquidating excess inventory. The company provides services for computer liquidators and
3751,Visual Networks,Provider of network and application performance management solutions. The company’s products increase application and network
3752,Healthcare Data Solutions,Provider of healthcare data services. The company allows users to license the data they need
3753,R4 Global Solutions,"Provider of EPC-class RFID technology solutions to clients in the retail, consumer packaged goods, manufacturing"
3754,ASPEED Software,Provider of application acceleration and optimization solutions. The company provides solutions for accelerating applications for
3755,Fat Spaniel Technologies,Provider of monitoring and reporting services for the renewable energy industry. The company also provides
3756,Intrexon,Developer of biotherapeutic control systems. The company\'s technology involves the use of DNA as the
3757,Big Blue Software,"Provider of software for object tracking and video compression. The company provides data conversion, cloud"
3758,Network Elements,Developer of network infrastructure building blocks. The company provides customers with fully tested modular solutions
3759,Ubiquisys,Developer of communications devices for mobile operators and consumers. The company provides a small plug-and-play
3760,Offermatic,"Operator of websites that offer daily deals on local goods, services, and cultural events for"
3761,Windspire Energy,"Provider of renewable wind power appliances to residential, business, and government customers. The company produces"
3762,Blucora,Developer of tools and technologies which assist consumers and businesses in finding content and information
3763,TripSay,Operator of a travel site. The company enables users to make trip plans and share
3764,Club Guaf,Provider of online subscription service for dog treats. The company operates a website for a
3765,Hewlett-Packard,"HP Inc, formerly Hewlett-Packard Company was incorporated in 1947 under the laws of the State"
3766,VisualSonics,Developer of ultrasound imaging technologies. The company develops ultrasound-based micro-imaging systems non-invasive preclinical research in
3767,Fathom Technology,Developer of enterprise software components. The company provides enterprise software components on the EJB2 and
3768,Aperio Technologies,"Provider of digital pathology systems. The company provides systems for hospitals, reference labs and pharmaceutical"
3769,Xenon Pharmaceuticals,Developer of medicines focused on rare diseases. The company\'s core enabling discovery platform is focused
3770,FXI Technologies,Operator of a hardware and software platform. The company manufactures screen connected companion devices for
3771,Skyline Entertainment,Owner and operator of a television production house. The company produces fiction and non-fiction programmes.
3772,Vivity Labs,Operator of an online platform featuring fun and engaging games. The company develops gaming tools
3773,Health.com.au,Provider of health insurance services. The company provides an online private health insurance services in
3774,GridNetworks,Provider of managed Internet television service. The company provides GridCasting service that enables media and
3775,Kenati Technologies,Provider of Linux-based embedded software for networking appliances for the delivery of data and voice
3776,MedApps,Developer of wireless patient monitoring devices. The company offers a range of portable health devices
3777,ShareWave,Provider of semiconductor technology for multimedia-capable wireless home networks. The company provides wireless LAN semiconductor
3778,Enuclia Semiconductor,Developer of semiconductors for display electronics such as flat panel televisions.
3779,Salient Interventions,Developer of drug for neurologic diseases. The company develops products focused on early treatment of
3780,HammerKit,Operator of a cloud technology company. The company offers an online toolset to allow creation
3781,Secure.me,Developer of a security technology for social networks and mobile applications. The company\'s security cloud
3782,Harlequín Nature Graphics,Manufacturer of cotton fabrics. The company also prints graphics and wildlife animations on cotton fabrics
3783,netDialog,"Developer of collaboration software for electronic commerce allowing for network based collaboration, communications, and interaction"
3784,Hipbone,Provider of real-time web interaction services for online sales and support. The company\'s products enable
3785,Analog Analytics,"Provider of an online, mobile, print and alternative media coupons and gift certificates for local"
3786,DisplayPoints,Provider of interactive content and information directly to consumers at the point of presence. The
3787,Unsubscribe,Provider of solutions for unsubscribing from mailing lists. The company\'s solutions monitor and update its
3788,Intransa,"Provider of appliance platform products. The company offers appliances and products for video surveillance, industrial"
3789,ReproCELL,Developer of stem cell technologies. The company is engaged in the research and development of
3790,Scoville,Provider of location-based recommendation engine. The company discovers at least one place every week and
3791,Searchandise Commerce,"Provider of e-commerce and search solutions for product manufacturers and retailers. The company provides HitList,"
3792,Cebix,Developer of chronic replacement therapy. The company\'s chronic replacement therapy is based on human pro
3793,Sharewise,Provider of an online finance community. The company\'s website acts as a share community for
3794,LEDON OLED Lighting,Provider of services for the development of innovative lighting modules. The company develops modules for
3795,ForSight NewCo,"Developer of pharmaceutical products for use in photo dynamic therapy (PDT), using light-activated drugs to"
3796,Heroku,"Operator of an online platform for software development. The company enables the users to share,"
3797,Work For Pie,Developer of software for the visualization of programmer skills. The company allows software developers and
3798,Sensinode,Developer of software technology for the Internet of things (IoT). The company develops commercial 6LoWPAN
3799,HVVi Semiconductors,"Provider of silicon RF power transistors. The company offers HVVi Silicon HVVFET for pulse applications,"
3800,SendMe,Provider of wireless entertainment applications. The company provides direct to consumer mobile entertainment services. It
3801,SeatMe,Provider of a Web- and tablet-based reservation platform for restaurants and nightclubs. The company\'s platform
3802,FitKit,Provider of personal nutrition. The company provides personal nutrition on subscription.
3803,InstantQ,Provider of an advertising platform for restaurants. The company allows restaurants to promote their services
3804,GoIndustry Dovebid,Provider of asset management Services. The company offers auction and valuation services relating to industrial
3805,Viral Logic Systems Technology,Developer of novel therapeutics for the treatment of inflammatory and autoimmune disorders. The company\'s product
3806,Convio,Provider of on-demand customer relationship management (CRM) software and services. The company provides a platform
3807,ClearFuels Technology,Producer of clear and clean renewable fuels. The company develops commercially viable cellulosic biofuels conversion
3808,Archive (Storage (IT)),Manufacturer of streaming tape drives. The company\'s products are used as backup storage devices to
3809,Cambridge Cognition,Developer of cognitive testing software. The company also conducts computer-based cognitive tests used in academic
3810,BioInvent,Developer of antibody-based drug therapies for the treatment of cancer. The company has a pipeline
3811,Conatus Pharmaceuticals,"Provider of human therapeutics to treat liver diseases. The company offers CTS-1027, an oral, small"
3812,RealLife HR,Provider of outsourced benefits management automation services. The company provides a suite of Web-applications and
3813,"Rapport, Inc.",Developer of embedded application chips for computer intensive applications. The company\'s chips are deployed in
3814,Craft Dragon,Developer and manufacturer of craft tools. The Company develops and manufactures craft tools and extras
3815,Kanisa,"Provider of customer service applications. The company provides a suite of applications to support analysts,"
3816,Netscalibur Italia,"Provider of internet protocol managed services to businesses and corporations. The company provides broadband connectivity,"
3817,APC Confection,Manufacturer of outdoor blinds.
3818,iMusica,Operator of a digital content management and distribution company. The company is a digital content
3819,Amcodyne,Provider of disk drives and other computer storage devices.
3820,Fanvibe,Provider of sports social hub and application software. The company provide game updates to the
3821,Greentube Internet Entertainment Solutions,"Developer and producer of gaming applications for electronic media. The company provides gaming, entertainment and"
3822,Accretive Commerce,Provider of outsourced operations solutions to the companies engaged in one-to-one direct commerce. The company
3823,Individual.com,Provider of individually customized news and information that is delivered to business people over the
3824,BOB,"Provider of wireless broadband services. The company offers internet services, business continuity plans, MPLS, point-to-point"
3825,CSafe (acquired October 2012),"Provider of mobile refrigeration units for the life sciences, healthcare, military and international disaster relief"
3826,LiveRail,"Provider of online video advertising services. The company’s suite enables video campaign management, advertisement unit"
3827,Actimis Pharmaceuticals,"Developer of small molecule therapeutics for respiratory, inflammatory and autoimmune diseases. The company offers its"
3828,Atomic Moguls,Provider of entertainment and sports fantasy applications for social-networking sites. The company provides fantasy games
3829,EC Cubed,Provider of the application components for the business-to-business electronic commerce marketplace. The company provides the
3830,Daverci,Provider of electronic medication management systems. The company\'s system provides long-term care facilities and institutional
3831,netvico,Developer of digital advertising signage. The company engages in the design and implementation of custom
3832,Affarsstrategerna Think Tech Technologies,Provider of technical resource outsourcing management and consultancy services to the wireless industry. The company
3833,Postini,"Provider of on-demand communications security, compliance, and productivity solutions for email, instant messaging (IM), and"
3834,AirZip,Provider of security software for preventing unauthorized access to confidential documents. The company provides FileSECURE
