,name,desc
3512,IdeaCast,Provider of custom video content and advertising services. The company provides digital out-of-home television advertising services.
3655,GeneGrafts,"Provider of therapeutic products. The company manufactures therapeutic products to treat cardiac arrhythmia, Parkinson\'s disease and epilepsy."
4746,CMHC Systems,"Provider of behavioral healthcare information management software. The company delivers full suites of behavioral healthcare information management software for mental health, substance abuse and addiction services agencies, developmental disability centers and behavioral health-related managed care organizations."
109,Aptara,"Provider of digital publishing software. The company offers PowerXEditor, an online authoring tool that focuses on content sharing and management, publishing, and digital rights management."
4183,Optical Biopsy Technology,"Operator of a development stage medical company. The company develops a proprietary software that interprets the laser induced fluorescence of tissue to determine if the tissue is cancerous, pre-cancerous, or benign."
4704,Network Solutions (Bangalore),"Provider of information technology (IT) infrastructure solutions, software and services for enterprise customers. The company offers NOC Inside, an IT Infrastructure management service for managing end to end IT infrastructure and Desktop Manager, a web based application that allows system administrators to auto discover, monitor and report software and hardware inventory."
4315,MMC Networks,"Manufacturer of network processors and switch fabrics. The company’s products include EPIF, XPIF, and GPIF Packet Processors; nPX5400 Gigabit Ethernet switching engine; ATMS 2000 ATM switching engine; and PS 1000 Fast Ethernet switching engine."
4267,Maxifier,Provider of a software platform for online advertising. The company provides a marketing platform that generates revenues from advertising campaigns.
4442,Tropian,"Developer of fabless semiconductors for wireless devices. The company develops complex, wireless communications technology, including multi-mode radio transceiver products for the cellular handset market."
787,Zenter,Provider of software for creating online slide presentations. The company enable users to make online slide shows.
4461,Telelogue,"Provider of directory assistance services to telecommunications service providers. The company offers a family of products that address the needs of service providers for automation of directory assistance and provides voice-enabled automation for directory assistance, as well as web-based, real-time access to customized reports which provide analysis of busy hour calls, length of call, the rate of automation, call completion rate and other vital statistics."
1603,Information Holdings,"Provider of information products and services to scientific, technical, medical, intellectual property and IT learning markets. The company provides databases, information products and complementary services through Intellectual Property Group, which includes MicroPatent(R), Master Data Center(TM), Liquent-IDRAC and LPS Group."
1628,Majestic Research,"Provider of data-driven equity research services. The company serves airlines, auto retail, casino, consumer technology, cruise lines, ecommerce, financial exchanges, homebuilders, and healthcare industries."
998,DIY Real Estate Solutions,"Provider of an online property management software. The company offers Property Management software, an integrated property management system for professional managers and companies that manage rental properties, such as apartment complexes, duplexes, residential homes, and vacation homes; and Interactive Property Management Website software to market properties and services, as well as to interact with tenants."
3745,PulseWave RF,"Provider of semiconductor components for wireless power amplifiers. The company offers Class M Power technology, a digital multi-carrier power amplifier module that simplifies the design for transmitters and provides the scalability required for various power level configurations, including fail-soft operation."
4980,Reimes Rekefabrikk,"Operator of a seafood-processing enterprise. The company processes and exports shrimp, fish, snails and other seafood."
4988,Kabongo,Developer of online educational games that help kids to learn to read in a variety of disciplines.
881,ChapDrive,"Provider of gearless technology for wind turbines. The company develops drive train services for wind turbines that enables lower weight in the nacelle, simplifies installation and reduces operation and maintenance cost. It also engages in developing hydraulic transmission for wind turbines."
3531,Karotek Systemer,"Provider of security systems for retail and cash handling and desktop security systems. The company specializes in the production of ballistic protection systems for vehicles and passenger cars. It also provides protection against anti-personnel, anti-tank blast mines and security systems for armored cash and bullion vans to prevent loss."
2890,Modusly,"Provider of tools for extracting social media content. The company operates as a technology consulting firm specializing in web analytics, business intelligence and social media that analyzes and structures information from online sources in real time."
4667,Beijing Li Mei Technology,Provider of mobile marketing services. The company provides mobile internet advertising services using data mining technology.
337,YuMe,"Provider of digital-video advertising services. The company provides digital advertising, using its proprietary software that is embedded across a wide variety of Internet-connected screens, enabling brands to unify their audiences with a single advertising campaign. The company\'s software also collects data on advertising campaigns, content context and audience, to enable decisions on best branding outcomes."
3568,Chang Xiang Hangzhou Network Technology Co.,"Provider of travel management services to businesses. The company operates a site that provides travel services including travel management and travel credit for firms, non-profit entities and governments. It also provides hotel and air ticket booking services for enterprises."
1678,LumenVu,Provider of Light- embedded catheters. The company offers light- embedded catheters to direct accurate placement in the body.
1261,NanoVasc,"Operator of a medical device company. The company designs and manufactures bio mimetic materials that are non-thrombogenic, durable and demonstrate long-term patency. The company uses an electrospinning process to manufacture scaffolds in a multitude of shapes and sizes, and then application-specific modifications are applied to the scaffolds surface in order to achieve desired results. These specific modifications are designed to optimize the devices outcome based on its delivery location. The company\'s first product is a synthetic vascular graft for hemodialysis access."
1418,InitMe,"Provider of software development services. The computer offers adaptive software development, computer repair, collaborative software development and agile software development services."
4540,Accutronics (Electronics),"Manufacturer of batteries. The company designs, manufactures and sells batteries for high-performance portable and handheld electronic devices  in the medical and healthcare, defense and security and industrial electronic markets."
2051,Polska Grupa Odzieżowa,Operator in the clothing trade industry. The company focuses on connecting to and taking over companies in financial difficulty operating in the clothing trade.
3409,Thomas Weisel Partners Group,"Operator of an investment bank. The company offers investment banking, brokerage, equity research and asset management. The company\'s services include mergers and acquisition advisory, institutional sales and wealth management. The company focuses on  health care, mining, consumer products and services sectors."
1331,Evalve,"Developer of devices that repair cardiac valves. The company provides a non-surgical mitral valve repair system consisting of a steerable guide catheter, a clip delivery system, and an implant device that is used by interventional cardiologists to reduce mitral regurgitation."
872,Atweb,"Provider of website maintenance and promotion service. The company offers two product lines - Web Site Garage and !Register-It!. Web Site Garage allows website owners to ""park"" their URL for a free seven point online website tune up and provides recommendations for improvement; while !Register-It! is a way for website owners to register their website with search engines and directories."
974,Neohapsis,"Provider of mobile and cloud security services. The company provides governance, risk and compliance products and services to address the risk management, regulatory and information protection needs of global enterprises and government agencies."
504,SocialStudio,Developer of a mobile application. The company\'s application enables users to creates collaborative videos by compiling multiple videos into a single clip.
293,Argos Control,"Developer of advanced systems for automatic control of surfaces in wood, plaster and wooden panels industry. The company focuses on wood processing industry and control for quality checking of veneer and laminated plates."
1756,Acuity/Sparkle,"Provider of waste management and disposal services. The company also provides drinking water treatment, wastewater treatment and industrial water recovery services."
2423,TopSchool,"Provider of simplified ways in which colleges manage and report student information. The company built the first SaaS student administrative system in higher education to address key aspects of the student lifecycle, including recruitment, retention and career services."
4222,Quippi,Developer of a platform for users to buy gift and shopping cards online. The company sells redeemable gift cards to its users which is aimed at international money transfers.
3334,Business & Decision,"Provider of business intelligence and enterprise performance management services. The company offers RightDelivery Model which helps its clients to leverage its on-shore, near-shore and offshore service centers. They also provide customer relationship management services that help companies manage their customer data and standardize the processes that use this data. They also offer e-business activities like 24/7 online managed services, application hosting and outsourcing in various fields, including e-commerce, e-administration, and e-communication."
1094,Chronogen,"Developer of small-molecule drugs to treat oxidative stress and lipid disorders in age-related diseases. The company develops human therapeutics to treat age-dependent diseases, with an initial focus on cardiovascular disorders and cancer."
1585,Voyager Systems,"Provider of secure data transmission services and wireless applications. The company\'s \'s flagship product, Voyager Query(TM), provides law enforcement personnel access to information in the course of field operations, quickly and securely, via a high-speed handheld device communicating over any wireless network."
4149,Agilera,"Provider of application management and technology services to businesses in the United States. The company provides enterprise platform that provides access to enterprise applications, including enterprise resource planning, supply chain, e-commerce, enterprise resource management, productivity, financials, and human resource."
2779,K-Mobile,Provider of an online portal. The company provides an online portal to its customer to download ringtones and games via short messages (SMS).
615,Optis Pristine,"Developer of software products enabling engineers to visualize the impact of manufacturing variations on the final perceived quality of a product. The company\'s product, Aesthetica, can be used throughout the digital-product development process and enhances cross-functional collaboration and build quality."
768,Cobook,Developer of contact management software. The company develops applications for Macintosh and iOS platform.
133,Chemrec,"Developer of manufacturing technology for biofuels. The company provides a proprietary black liquor gasification technology that can be used to convert pulp and paper mills into biorefineries. The company\'s processing technology is used to create a synthetic gas product that can be converted into low-carbon fuels and chemicals, such as synthetic gasoline & diesel."
1097,Singular ID,"Provider of tagging services to combat counterfeiting and forgeries. The company provides an integrated anti-counterfeiting technology called Enxure, an enterprise-brand security system that uses magnetic tagging. It also offers a consultancy service for adopting nanotechnology, anti-counterfeiting and brand-protection instruments. The company was spun out of IMRE."
2900,Pharmasurgics,Developer of an anti-scarring and healing treatment after surgery. The company develops and commercializes a novel treatment for preventing harmful scarring and promoting wound healing after surgery. It\'s product concept is based on proprietary synthetic peptides of human lactoferrin which have strong anti-inflammatory and anti-infectious properties.
2494,BluMetric Environmental,"Designer of onsite wastewater treatment systems for domestic and industrial sites. The company offers products that focus on environmental problems relating to water treatment, re-use, and wastewater technology."
3985,Cellular3G,Provider of third generation base-band chips for use in mobiles. The company develops and markets base-band chips with layer of two and three radio protocol stack for third generation handheld devices
3157,Integrative Medicine Communications,"Provider of science-based information on wellness and alternative medicine to health care professionals. The company offers information services to healthcare professionals, consumers and executives to combine the conventional and alternative medicine for healthcare."
3686,Loveyewear,Operator of an e-commerce platform for selling eye-wear. The company offers branded glasses and sunglasses in Sweden.
1912,Magnet 360,"Provider of consulting services. The company provides creative, marketing and technology consulting services like Salesforce consulting, CRM implementation, engagement strategy, social, mobile development, marketing automation, user experience, application development, channel marketing, and insights and analytics."
829,Cytochroma,"Developer of products to treat and prevent the clinical consequences of vitamin D insufficiency and Secondary Hyperparathyroidism (SHPT) associated with (Chronic Kidney Disease) CKD. The company develops vitamin D therapies which are designed to safely and effectively treat patients with stage 3, 4 or 5 Chronic Kidney Disease."
108,Encounter Development Technologies,"Provider of end-to-end technology and online marketing services, including design, build, hosting and online marketing support. The company utilizes their pre-built applications to provide the platforms in which to base solutions for businesses looking to utilize video technology to increase online collaboration and interaction."
3257,Thermovac,Developer of thermal insulation technologies.The company provides vacuum insulation panels to thermal insulation manufacturers and suppliers.
3688,PoroGen,"Manufacturer of chemical and temperature resistant porous polymeric membranes. The company manufactures polymeric membranes for a range of nanofiltration, microfiltration, gas separation and gas transfer applications, including methane recovery and biofuels processing."
4244,Openera Technologies,Provider of mobile application handset services for converged mobile networks. The company enables the delivery of various multimedia IP communication services on mobile devices.
222,iSend,"Provider of bill payment and money-transfer services. The company enables customers to pay utility and wireless phone bills through a network of retailers in the United States. It also processes transactions in Mexico, Brazil, Guatemala, Honduras and El Salvador, as well as satellite and mortgage payments in Mexico, Brazil and Guatemala."
3339,Speechcycle,"Provider of call center automation services and speech self-service applications to resolve technical support problems over the telephone. The company also provides LevelOne DSL Agent, which is designed to solve problems for the clients with DSL services."
1204,Konova,Developer of anti-obesity drugs. The company develops drugs that are used for the treatment of obesity.
2247,Clavister,"Provider of web based security and unified threat management software for physical and virtualized environments. The company offers virtual series network security products for virtual and cloud based security that include virtual private server, virtual private cloud, virtualized co location and hosted data center."
1225,Zamba,"Provider of wireless mobile data communication services. The company provides mobile data communication software products and various services including professional services, systems integration, training, and end-to-end mobile network system support for organizations in the transportation, field service, sales or order entry and utility markets.."
3125,Big Bear Networks,Developer of interface solutions for networks that operate at 10 Gb/s and higher rates. The company delivers a range of high-speed devices for optical/electrical interface.
1997,Apalexo Biotechnologie,Operator of a biopharmaceutical company focused on cancer treatment. The company is focused on development of a treatment to eradicate residual tumor cells following conventional cancer therapies.
630,Frepar Networks,Developer of internet application software. The company also manufactures IT devices and provides content distribution services.
3418,AC-Sun,Developer of solar-powered air conditioning system. The company uses a combination of low-pressure turbines and water as a refrigerant to create a cooling system based upon solar heat. Its system is designed for power savings and reduced chemical emissions.
2419,Smartclip Holding,"Provider of a network platform that enables advertisers and agencies to expand their TV campaigns to the Internet. The company delivers video advertising across various platforms, such as mobile devices, TV screens and computers. It provides various tools that enable advertisers to reach, engage and persuade their audience."
4949,Microsurge,"Designer, developer and manufacturer of surgical instrumentation for use in minimally invasive surgery. The Company is currently developing families of surgical instrumentation for use in minimally invasive abdominal procedures, referred to as laparoscopy, and minimally invasive thoracic procedures, referred to as thoracoscopy."
1607,WiseNut,Provider of search engine and Web-browsing services. The company is the developer of a crawler-based search engine and database of indexed Web pages.
907,Wicked Quick Industries,Designer and manufacturer of apparel for men and women. The company\'s brand is available in top specialty lifestyle accounts and over 150 specialty stores across the United States.
3802,FitKit,Provider of personal nutrition. The company provides personal nutrition on subscription.
676,Benebit Networks,"Provider of a security software. The company develops security software for real time protection of information in the real world, security audits, penetration testing, programmer education programs, security consulting and data classification."
4961,PolyFuel,Developer of micro fuel cells using direct methanol fuel cell technologies.
2687,InfiniDB,"Provider of analytic database software for information processing applications. The company provides data warehouse storage engine for analytical data, analytical workloads and analytical data volumes. It also offers support services for the implementation of data warehouse."
424,Grenslandhallen,"Provider of event management services. The company offers spaces and accommodation for events such as concerts, theatrical productions, fairs and exhibitions."
2739,Active Control eXperts,Provider of Active Vibration Control (AVC) services. The company\'s vibration controls technology actively damps or controls unwanted vibration. It also provides vibration-controlling tolls to OEMs.
1422,Xoomsys,"Provider of simulation solutions based on decoupling and distributed processing technology for circuits. The company provides processing solution for circuit simulation, using circuit simulators and Linux computing clusters."
4958,Arteis,"Operator of a Web-based design service company. The company designs logos, business cards, signs, stationery, T-shirts, ads, and promotional materials. It also designs Web sites and brochures, as well as offers printing services. It serves small businesses and business publications in the United States and internationally."
4903,Rissington Breedline,"Provider of sheep breeding, rearing and genetics services. The company engages in the research and development of sheep and cattle genetics and breeds for farming and food industries."
3266,Venture Farm,Provider of finance and advisory services. The company provides direct investments and execution assistance to entrepreneurs and early stage companies.
3514,Trinity Security,"Supplier of security, fire and communications technologies for commercial, institutional and governmental facilities."
2641,Covalys,"Developer of tools for protein research. The company provides protein-labeling products. The company\'s products help researchers in academic institutions, pharmaceutical and biotech companies to improve the efficiency of research into proteins and their function."
4505,Blaze,"Publisher of mobile games based on branded media properties. The company serves movie goers and mobile phone owners. It develops puzzle type game plays, shooter games, and fast-paced driving games."
126,Maptuit,"Provider of navigation solutions to the transportation industry in the United States. The company specializes in providing location information Web services for consumer, tracking, and traffic markets."
1315,Ultracom Communications Holdings,"Supplier of broadband network systems-on-silicon. The company offers silicon subsystems and VLSI-based subsystems to telephony and data communications equipment manufacturers and develops two-way cable modems for data, voice and video communication solutions."
2762,Mulu,"Provider of a social media platform that combines shopping with charity. The company provides a platform that enables e-commerce retailers to sponsor key words of online content with advertising links, allowing users to purchase the items they are reading about."
3791,Searchandise Commerce,"Provider of e-commerce and search solutions for product manufacturers and retailers. The company provides HitList, a service designed to help retailers monetize previously untapped online real estate by integrating manufacturer bids into the rendering of how products are presented, as well as represents an opportunity for manufactures to leverage cost per click bidding to elevate position and boost visibility across a network of retail sites."
1473,Ciranova,"Provider of electronic design automation software. The company focuses on building interoperable tools for custom chip designers to create new and/or migrate legacy analog IP and help engineers integrate complex RF, analog and mixed-signal content into nanometer-scale silicon with higher density and speed."
4962,F-Origin,"Provider of touchscreen, motion control technologies for mobile and fixed display devices."
3329,Right90,"Provider of on-demand software-as-a-service sales forecasting and revenue performance management solutions. The company’s solutions include identifying and addressing obstacles for sales executives; sales productivity, delivering sales management insight, and forecasting errors for sales operations; and CRM vendors integrations and casual users building for information technology. Its professional services include consulting, training, and customer support."
3570,ClickMotive,"Provider of an online platform for website design, video making, dynamic search and mobile websites. The company creates interactive marketing software for the automotive industry. The company\'s product, Fusion, includes dealer websites, auto group websites, regional websites, OEM websites, mobile websites, search engine marketing (SEM) programs, search engine optimization (SEO) expertise, video marketing, lead delivery, admin tools, content management, reporting analytics, customization and support."
4522,Cardoz,"Developer of pharmaceutical products in the field of cardiovascular inflammation. The company is focused on the development of drugs for inflammatory vascular conditions, such as abdominal aortic aneurysm and atherosclerosis."
2422,JGame,Operator of an online gaming site. The company engages in providing online game services in Japan.
4645,TargetRx,Provider of insight into the drivers of physician behavior for pharmaceutical companies.
2408,Pictoris Interactive,"Provider of internet marketing services. The company offers interactive agency services with clients including Accor, Groupe Danone and Lotus."
4400,Digidesign,"Manufacturer of digital audio workstations. The company offers products for the music, broadcast, multimedia and film industries. The company\'s flagship product was Pro Tools, a software suite designed in variations for professional recording studios, home users and post-production users."
3264,LearnSprout,Provider of an online platform for educational data and application management. The company provides an integration platform to developers developing applications for educational institution.
468,Absolute Capital Management,Operator and manager of funds. The company provides investment management and advisory services to mutual funds.
4994,Butter Systems,Provider of digital menu for restaurants. The company is the creator of a mobile application enabling customers to place their orders at the table from a tablet.
3058,Electronic Arts,"The Company develops, markets, publishes and distributes video game software and content played by consumers, including video game consoles, personal computers, handheld game players and cellular handsets. It also provides online game-related services."
1293,AdBrite,"Provider of an advertisement exchange platform. The company helps advertisers and publishers for selection and control by providing site-level transparency, display and video capabilities and an open platform for data providers and real-time bidders."
952,Tatara Systems (Certain Mobile Broadband unit assets),"Provider of connection management software and mobility gateway software to support Authentication, Authorization and Accounting (AAA) for carrier deployments. The company\'s assets include intellectual property, patents and technology related to the broadband connectivity space."
581,SemEquip,"Developer of cluster ion implantation sub-systems and ion source materials for the manufacturing of logic and memory chips. The company manufactures and develops technical ceramic products, ceramic powders and components for defense, industrial, automotive and commercial applications."
2021,AppArchitect,"Developer and operator of an online platform for creating mobile applications. The company provides a browser based platform which allows users to build, test and publish applications into respective application stores to reach their customers."
2916,Partnerware,Provider of enterprise software and services for channel- focused companies. The company provides web- based extranet solutions that drives competitive advantages by providing faster channel and partner program execution.
1257,SteelTrace,Developer of business process and requirement tools. The company develops tools that increase the accuracy between customer requirements and system delivery.
3317,Windmill,"Supplier of consumer flour, cornmeal, and baking mixes. The company also produces economy frozen pizza."
3303,Oxford NanoScience,Manufacturer of 3-dimensional atom probes. The company\'s laser atom probe offers high resolution sample data acquisition together with comprehensive data analysis for a range of low and high resistivity materials.The atom probe is a point projection microscope capable of resolving the chemical identity and position of individual atoms in 3D with atomic resolution in the z direction and sub-nanometer lateral resolution.
2449,Ester Neurosciences,"Developer of therapeutic products for the treatment of neurological disorders. The company provides novel therapeutic products for the treatment of neurological disorders such as myasthenia gravis, alzheimer disease, multiple sclerosis and acute stress reactions."
1621,Armagent,"Developer of a software platform for artificial intelligence. The company provides real-time interactive environments for training, education and simulation of complex situations. Its software tools are used for simulation of physics, game development and rendering real-time graphics."
488,Paratek Pharmaceuticals,"Developer of products to treat infectious diseases. The company develops antibiotic and anti-infective products for blocking bacterial resistance. Its drug compounds include MK-2764/PTK 0796, a clinical stage tetracycline-derived antibiotic agent for the treatment of bacterial infections, including infections caused by resistant strains, such as MRSA."
2775,MobileWise,"Provider of wire- free electric power technology specially for mobile devices. The company offers Wire-Free Electric Power chipsets to mobile, networking and power accessories OEM and aftermarket manufacturers."
1330,Giant Realm,Operator of an online publishing platform. The company provides a vertical advertising network targeting the male 18-34 demographic.
4597,Loyalty Lab,"Provider of customer relationship management (CRM) solutions. The company offers CRM suite, a software-as-a-service solution, which provides a Web-based solution for marketing."
2218,Candelis,Developer of network attached storage technologies. The company designs and develops network-attached storage appliances for computer networks and operating systems.
2686,Informix Software,"Provider of database management systems. The company\'s services are channelized for data warehousing, e-business applications and transaction processing. The company s provide retail, financial services, government, healthcare, manufacturing, media and publishing and telecommunications markets."
1148,Flex Pharma,Operator of a biopharmaceutical company. The company develops clinically proven products and treatments for muscle cramps and spasms.
4816,Ubooly,Provider of iPhone and iPad games for children. The company offers an iOS application and plush toy with voice recognition capabilities that allow children to play educational and interactive games.
2096,Square,"Provider of online payment services. The company provides online payment services to enable merchants to accept credit cards anywhere, using a card reader that plugs into a phone or iPad."
3213,Meredian,"Manufacturer of bioplastics from renewable, natural resources. The company utilizes environmental friendly materials that are not derived from petroleum and provide jobs in an emerging technology and increases employment."
2140,Inkiru,"Developer of predictive intelligence platform. The company\'s technology provides safer and profitable commerce experience to customer. The company\'s predictive platform reduces fraud, increases profit and improves customer segmentation."
4290,ProActivity,"Developer of a business process and data flow mapping tool. The company develops software for mapping data processes in organizations, facilitating the transfer of businesses to the web."
4023,Cellerix,"Developer of medicinal products. The company\'s products are used for the treatment of gastroenterology, dermatology and immune-based diseases."
4407,Namor ePrint Factory,Developer of electronic print products and services for Fortune 500 companies. The company is a direct marketing service provider which is specialized in the personalised web to print media.
2406,AMSCO Scientific,"Developer of scientific capital equipment. The company specializes in industrial and laboratory sterilizers, laboratory glassware and animal care washing equipment, absolute barrier isolators and sterility assurance products and supplies."
1982,Cellaris,"Developer of ceramic foams. The company engages in producing industrial and laboratory heating systems, fuel cells, insulation for aircraft, rockets and satellites."
505,Zinch,"Operator of web site that allows students to post profiles for recruitment into colleges and universities. The company helps colleges to find and recruit students looking for undergraduate, transfer and graduate school opportunities, as well as enables admissions officers to interact with students."
2436,Micropolis,"Manufacturer of high capacity/performance disk drives. The company provides high capacity mini floppy disk drives and 8"" Winchester drives."
2765,SphereUp,Provider of a platform for contact sharing. The company provides an online platform for contact search engine for websites and organizations on the cloud.
2187,Roving Planet,"Provider of network access control and management solutions for enterprise networks. The company provides its client a secure network environment to manage and control its users, endpoints, connections and sessions."
4639,Umber Systems,"Provider of mobile data-usage visibility technology. The company offers a monitoring and analytics platform that enables real-time visibility and analytics across Web, video and messaging applications. The company provides its platform for mobile data-usage proliferates, carriers, publishers, media and marketers."
3311,Andera,"Provider of online customer acquisition services to financial institutions. The offers a suite of products and services for online account opening, funding and crossselling."
2565,Alpha Microelectronics,"Manufacturer of fabless semiconductors. The company manufactures fabless semiconductors for custom-specific and standard ICs. It specializes in motor control & gate drivers, lighting, power management, sensors, RF, high-voltage applications and MOSFETs."
3567,Swarm,Developer of a mobile application for retailers. The company\'s application enables brick and mortar retailers to engage with in store shoppers and provides shopper interaction analytics.
1600,MyBrands,Provider of an e-commerce clothing outlet. The company provides clothing for both men and women and offers a variety of designer brands. It also sells shoes and accessories.
2318,C2Cure,"Manufacturer of cameras used for diagnosis and surgery purposes. The company develops disposable miniature viewing and operational devices for an array of heatlhcare markets, including diagnostic, endoscopic, imaging, and surgical."
3158,Thermoenergy,Provider of technologies for wastewater recovery and clean energy production. The company is engaged in the commercialization of patented proprietary municipal and industrial wastewater treatment and power generation technologies.
3755,Fat Spaniel Technologies,"Provider of monitoring and reporting services for the renewable energy industry. The company also provides lifecycle management services. It offers Fat Spaniel Insight Manager, a Web portal for building, sharing and running energy data applications."
174,Aspective,"Provider of e-commerce and WAP-based mobile applications and services for customer relationship management, business intelligence, data management and field service management. The company also provides managed and support services, which include application support, support desk, infrastructure, monitoring and outsourcing services."
1299,Genoway,"Developer of genetically modified rat and mouse models for use in in vivo target validation and drug development. The company offers scientific consulting to enhance the reliability of the client\'s in vivo studies. It provides services or generation of transgenic mice, conditional and constitutive knockout mice, knockin mice and humanized mice."
1243,Corvascular,"Provider of technology for minimally invasive cardiac surgery. The company is the developer of the Transarrest platform, which enables surgeons to temporarily stop a patient’s heart in order to place sutures on the coronary arteries."
325,eegoes,Provider of a social networking site. The company provides a user-friendly platform for social interaction.
4070,Arcanvs,Developer of identity proof processors for online cash transactions. The company offers a licensed certification for digital signatures in order to enable online signatures.
1976,Ciashop,"Provider of e-commerce software services. The company provides services for electronic commerce in the form of SaaS (Software as a Service). It offers SaaS virtual store, hosting, infrastructure and payments gateway services."
3873,New Media Plus,"Provider of an online platform for conducting online marketing campaigns. The company\'s online platform MaTVpratique offers free access to entertaining and educational programs online. Videos can be viewed and downloaded on a PC, a multimedia player, a mobile phone or an iPhone."
119,No Wires Needed,Developer of wireless technologies. The company manufactures wireless products designed to enable high-speed wireless Internet access.
3485,280 North,"Developer of web applications. The company provides web browser to create presentations, source project that allows users to deliver desktop-class applications on the web."
2211,Lasso Logic,"Provider of data protection software. The company\'s product CDP includes local and off site backup, file sharing, recovery features and administration for desktops, mobile PCs and servers."
321,Hearing Science,"Provider of hearing health care and audiologist services. The company\'s services include marketing, public relations, managed care contracting, recruiting and training, accounting services, facility management and enhanced information systems. The company also conducts hearing tests and provides patients with hearing aids."
3812,RealLife HR,"Provider of outsourced benefits management automation services. The company provides a suite of Web-applications and professional services that facilitate employee benefits communication, enrollment and ongoing administration."
92,Comarch,Provider of IT products for operational and business processes. The company provides CRM and business intelligence software to small and medium-sized enterprises sector.
2878,Voopii Mobile,"Developer of telecommunication technologies. The company develops wireless routers, mobile WiFi devices and other international data communication products."
3884,Datahero,"Provider of a platform that helps users to analyze, visualize and understand data. The company offers data analysis tools for users to import internal data, store it in a spreadsheet format, link multiple sources and create data dashboards to track various types of information."
3489,MobileIron,"Provider of a mobile IT platform to secure and manage mobile applications, documents and devices. The company’s cloud-based software enables end-users to access their applications and data anywhere on the device of their choice, as well as providing access security."
4928,Golden Capital Network,"Operator of a non-profit networking, training and consulting company. The company’s services include venture capital conference series, venture communities economic development franchise, regional and cross-regional entrepreneurship training and development programs, V3 regional and cross-regional entrepreneur program, investor networking and showcasing, entrepreneur coaching and mentoring, public policy leadership and advising and early stage company showcasing."
3451,Eagle Vision Pharmaceutical,"Developer of cardiovascular imaging agent. The company develops a non-radioactive imaging agent that enhance the power of magnetic resonance imaging to revolutionize the diagnosis and management of heart disease, liver disease, and cancer."
720,Graficas del Noroeste,Designer and manufacturer of packaging materials. The company engages in manufacturing of paper and cardboard cases and designing of graphic arts mainly for the food and cosmetic sectors.
3444,Formscape Group,"Provider of a document process automation software. The company\'s products ensure effective enterprise information delivery via eBusiness document presentation, access and exchange among customers, suppliers and employees. Their software includes the usage of XML, data transformation and process integration to automate the business processes."
3637,Influence (Urological Technologies),"Developer of healthcare therapies. The company provides therapies for urinary incontinence, atonic bladder disorder and other urological disorders as well as treatment for coronary disease."
132,Epocal,"Provider of biochips and micro-fabrication of solid-state diagnostic devices. The company is implementing an entire blood diagnostic system in FlexCard™ technology, a card format similar to the smart card used in conventional check and telephone cards."
4335,Spool,"Provider of articles and videos to computer, tablet, and phone. The company\'s artificial intelligence and computer vision engine grabs articles, records video, and saves images."
885,VividLogic,"Provider of Home Entertainment Software for HDTV and HD STB. The company\'s comprehensive software infrastructure and applications for HDTV cover the basic ATSC software stack, Cable Card software and the next generation OCAP software and related OCHD 2.0 software."
1810,Sensorbit Systems,"Developer of vapor-sensing technology. The company is developing and commercializing a technology capable of detecting trace amounts of complex chemical vapors within seconds. The company plans to utilize this technology for sensor integration into cell phones and other portable devices, as well as the construction of small portable self-contained units in forms such as badges, buttons, and tags"
2052,PlusFourSix,"Developer of cloud based music services. The company provides end-to-end services to the users including licensing music from labels and collecting societies, complete streaming and mp3 bundled music platform with multiple storefronts such as desktop browser, mobile browsers and various application."
1207,AVENT Holdings,"Provider of baby feeding and monitoring systems including breast pumps, milk storage containers, breast comfort items, feeding bottles and nipples, baby monitors, toddler feeding supplies and baby food preparation appliances."
5,Discovery Engine,Developer of an internet search engine. The company offers an interaction model of search engine that also can also compile information from multiple sources.
4774,StudentSN,Provider of social media platform for Turkish-speaking students. The platform allows students to set up a profile and network with other users.
382,Elite Daily,"Provider of online portal to receive information and original content on subjects created by their peers. The company provides and updates about music, health and beauty, dating, celebrities, travel destinations and culture."
565,Covagen,"Operator of a biopharmaceutical company focused on therapies for inflammatory diseases and cancer. The company provides a proprietary platform that genetically fuses Fynomer binding proteins to antibodies, resulting in therapeutics with novel modes of action. The company’s first clinical drug candidate is designed for treatment of rheumatoid arthritis, psoriatic arthritis and other inflammatory diseases."
955,System General,Manufacturer of semiconductors and analog and digital circuits. The company also designs ICs used in AC/DC power IC products.
2095,NebuAd,"Provider of online advertising solutions. The company’s behavioral advertising solutions help advertisers, publishers, and service providers."
3091,System Management ARTS,Provider of innovative real-time analysis software that ensures the availability and peak performance of network-dependent information systems. The company is focused to pinpoint the root cause of network problems.
3299,Valdero,Provider of supply chain performance management and analytical collaboration software applications. The company provides inventory visibility and order fulfillment software applications.
2518,iLink Global,Provider of eLogistics application services. The company provides shipment pricing and logistics services for e-commerce companies and online shoppers.
633,Visual Meta,"Operator of online shopping portals. The company offers shoes, fashion, bags, jewelry and furniture through its websites."
103,01 Communique Laboratory,Developer and provider of communication software and services. The company develops and markets remote access software which provide users the ability to conduct online meetings and access and remotely control their personal computers using a device connected to the Internet.
